"Gene ID"	"Mouse_resection_12hr_1"	"Mouse_resection_12hr_2"	"Mouse_resection_12hr_3"	"Mouse_resection_24hr_1"	"Mouse_resection_24hr_2"	"Mouse_resection_24hr_3"	"Mouse_resection_48hr_1"	"Mouse_resection_48hr_2"	"Mouse_resection_48hr_3"	"Mouse_sham_12hr_1"	"Mouse_sham_12hr_2"	"Mouse_sham_12hr_3"	"Mouse_sham_24hr_1"	"Mouse_sham_24hr_2"	"Mouse_sham_24hr_3"	"Mouse_sham_48hr_1"	"Mouse_sham_48hr_2"	"Mouse_sham_48hr_3"
"ENSMUSG00000073900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073902"	17	6	21	1	14	44	21	2	89	14	0	4	0	14	9	0	8	0
"ENSMUSG00000073906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073907"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073909"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073910"	16	18	41	15	15	14	24	42	78	20	11	11	29	47	17	23	8	81
"ENSMUSG00000073913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073917"	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073922"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073923"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073925"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073926"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073927"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073929"	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0
"ENSMUSG00000073931"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073937"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073940"	236	112	709	501	79	153	423	397	1246	251	67	79	236	160	411	571	107	420
"ENSMUSG00000073943"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073944"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073948"	84	94	99	16	35	160	196	258	145	179	92	69	105	184	166	216	61	256
"ENSMUSG00000073949"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073951"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073952"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0
"ENSMUSG00000073953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073954"	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
"ENSMUSG00000073955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073956"	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073959"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073964"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073966"	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
"ENSMUSG00000073967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073968"	98	136	268	253	82	107	108	328	302	509	117	151	228	297	171	315	56	379
"ENSMUSG00000073969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073972"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMUSG00000073973"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073976"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073977"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073978"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073979"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073980"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073982"	220	150	200	346	103	144	223	265	512	440	128	127	214	360	126	414	78	453
"ENSMUSG00000073985"	41	65	123	51	35	56	81	95	86	201	64	72	90	97	59	154	30	130
"ENSMUSG00000073987"	117	98	210	293	103	96	436	273	602	309	133	138	231	333	161	292	116	337
"ENSMUSG00000073988"	5	8	18	13	9	7	22	19	36	33	11	15	21	27	17	19	4	20
"ENSMUSG00000073991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073997"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073998"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074001"	367	280	430	435	123	187	498	478	925	693	344	252	404	647	250	407	111	625
"ENSMUSG00000074003"	0	2	2	0	0	0	0	1	2	2	0	2	0	1	0	0	0	0
"ENSMUSG00000074004"	1	3	2	3	0	0	2	9	2	3	0	1	0	0	0	2	0	0
"ENSMUSG00000074006"	0	0	0	0	0	0	2	1	0	1	0	0	1	2	0	0	0	1
"ENSMUSG00000074011"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074024"	89	85	162	93	54	60	201	217	209	189	97	65	98	144	145	140	46	213
"ENSMUSG00000074026"	0	7	4	4	1	0	8	0	19	11	2	2	10	4	4	4	1	9
"ENSMUSG00000074028"	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
"ENSMUSG00000074029"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"ENSMUSG00000074030"	295	454	397	416	186	251	722	712	894	1073	298	320	562	778	385	711	173	890
"ENSMUSG00000074034"	4	0	7	4	1	2	3	10	9	5	3	2	4	3	4	2	0	7
"ENSMUSG00000074037"	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074039"	20	28	28	29	8	16	51	44	38	76	34	40	53	57	36	70	15	99
"ENSMUSG00000074052"	3	1	3	5	0	0	1	3	0	0	0	2	0	1	2	2	0	7
"ENSMUSG00000074059"	2	0	0	2	0	1	0	1	3	1	0	1	0	2	0	0	0	1
"ENSMUSG00000074060"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074063"	4	2	3	5	0	0	2	6	10	2	2	1	2	4	1	0	1	0
"ENSMUSG00000074064"	128	540	342	291	114	271	401	423	501	592	259	225	343	334	214	546	103	827
"ENSMUSG00000074065"	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0
"ENSMUSG00000074067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074071"	147	3	5	12	4	8	6	9	11	12	4	13	6	11	4	10	0	16
"ENSMUSG00000074072"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074088"	0	1	0	1	1	0	0	1	40	2	0	0	0	1	0	0	0	0
"ENSMUSG00000074092"	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	2	0	0
"ENSMUSG00000074093"	137	209	397	183	108	200	349	429	394	548	199	211	237	406	256	434	121	448
"ENSMUSG00000074102"	454	487	669	474	192	376	567	676	1055	1256	463	386	566	884	305	675	178	1079
"ENSMUSG00000074108"	0	1	1	0	0	1	5	1	2	4	0	0	0	1	1	5	0	2
"ENSMUSG00000074109"	0	2	1	0	0	4	1	0	1	0	0	1	3	1	0	4	1	0
"ENSMUSG00000074111"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074113"	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0
"ENSMUSG00000074115"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074121"	2	0	2	4	0	2	8	1	6	5	4	1	4	3	1	12	0	7
"ENSMUSG00000074123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074129"	40	39	32	36	16	27	41	60	76	61	28	34	34	35	28	72	8	82
"ENSMUSG00000074136"	17	27	24	15	6	8	18	16	39	27	6	5	7	23	12	11	3	39
"ENSMUSG00000074139"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074141"	22	7	3	8	4	4	10	10	16	14	1	9	6	12	7	3	1	8
"ENSMUSG00000074146"	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074149"	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
"ENSMUSG00000074151"	48	1	10	3	4	14	18	17	42	9	10	3	18	146	4	12	6	7
"ENSMUSG00000074155"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074158"	28	32	54	40	19	35	80	64	100	68	41	33	69	96	36	72	32	109
"ENSMUSG00000074164"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
"ENSMUSG00000074165"	288	270	242	245	147	211	491	450	597	570	185	279	308	401	278	434	90	521
"ENSMUSG00000074166"	65	64	91	93	61	41	130	129	168	154	79	50	107	141	67	182	41	187
"ENSMUSG00000074170"	39	73	113	68	23	63	68	70	68	196	43	49	80	71	28	72	16	131
"ENSMUSG00000074171"	12	22	20	22	11	6	31	24	51	54	19	15	23	38	14	30	7	41
"ENSMUSG00000074178"	5	11	13	18	4	8	11	10	19	35	6	3	18	18	10	32	4	12
"ENSMUSG00000074179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074182"	78	139	81	138	25	97	110	175	211	247	79	92	117	165	68	128	50	208
"ENSMUSG00000074183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074184"	0	0	0	0	0	0	0	1	1	4	0	2	1	0	1	3	0	0
"ENSMUSG00000074194"	17	37	33	44	17	25	35	32	62	83	23	22	61	42	15	62	15	58
"ENSMUSG00000074195"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074196"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074199"	4	2	7	1	1	4	0	1	1	6	2	0	1	1	1	0	1	1
"ENSMUSG00000074203"	0	1	0	2	0	0	0	0	4	2	2	0	5	8	4	5	0	1
"ENSMUSG00000074206"	11	31	40	34	16	7	5	19	48	51	4	20	22	24	3	10	4	15
"ENSMUSG00000074207"	37	91	87	69	16	36	54	25	37	96	72	41	65	68	39	144	14	104
"ENSMUSG00000074210"	2	8	8	8	1	1	6	10	4	20	4	4	1	5	4	4	1	12
"ENSMUSG00000074211"	83	191	161	143	35	92	150	170	198	385	105	101	187	167	97	275	34	295
"ENSMUSG00000074212"	639	717	1225	545	311	806	1329	1376	1947	2022	668	876	1015	1481	870	1566	406	1553
"ENSMUSG00000074213"	3	2	2	2	0	0	1	3	3	4	3	0	5	1	1	1	0	1
"ENSMUSG00000074215"	10	11	15	19	4	7	22	17	24	46	9	8	15	30	12	27	7	46
"ENSMUSG00000074217"	0	0	0	0	0	0	0	0	1	1	1	0	0	3	1	1	0	1
"ENSMUSG00000074218"	248	586	1272	515	174	141	744	654	862	1506	419	411	1003	891	635	1891	240	2151
"ENSMUSG00000074219"	8	9	7	5	9	6	10	7	27	23	5	3	15	11	11	21	1	24
"ENSMUSG00000074220"	45	66	65	27	21	24	106	110	118	130	43	56	73	122	60	131	25	158
"ENSMUSG00000074221"	1211	2216	3147	1059	703	809	2102	2285	3491	3278	1152	1464	1611	2593	1042	2408	654	2862
"ENSMUSG00000074224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074227"	266	268	334	234	76	185	222	250	415	629	191	146	297	400	186	428	65	581
"ENSMUSG00000074228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074232"	2	5	13	6	4	3	14	6	3	7	8	10	5	13	10	10	1	6
"ENSMUSG00000074235"	4	4	8	4	11	8	8	17	24	12	14	7	10	30	10	39	2	11
"ENSMUSG00000074236"	27	13	52	45	7	47	39	38	77	73	36	28	41	89	18	33	19	79
"ENSMUSG00000074237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074238"	441	620	700	586	264	374	805	848	1220	1256	456	440	783	866	481	1130	243	1154
"ENSMUSG00000074240"	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1
"ENSMUSG00000074243"	12	37	10	19	6	14	20	34	51	53	12	20	13	29	9	25	4	43
"ENSMUSG00000074247"	366	409	433	550	130	347	480	649	1147	908	300	326	407	655	275	520	144	973
"ENSMUSG00000074248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074250"	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	3	0	2
"ENSMUSG00000074252"	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074259"	6	6	19	17	1	10	11	8	19	24	3	8	3	8	3	6	2	12
"ENSMUSG00000074261"	0	2	0	3	0	0	1	0	0	3	1	0	1	3	1	0	0	2
"ENSMUSG00000074264"	45	101	68	48	17	19	37	48	63	138	45	33	58	60	34	50	18	78
"ENSMUSG00000074268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074269"	6	6	7	4	1	3	4	7	15	6	2	2	2	5	0	7	0	8
"ENSMUSG00000074272"	82	76	195	70	77	103	155	136	158	185	99	63	133	193	82	166	45	200
"ENSMUSG00000074274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074277"	10	0	3	1	1	1	2	1	7	2	1	2	1	3	0	5	0	3
"ENSMUSG00000074280"	1067	679	309	1526	345	216	1293	1318	2725	1924	696	994	982	1864	515	1138	390	1562
"ENSMUSG00000074281"	2	5	6	4	2	2	2	2	5	13	4	4	4	7	1	6	1	15
"ENSMUSG00000074282"	11	15	15	9	2	11	8	6	21	27	11	4	20	16	8	11	4	15
"ENSMUSG00000074283"	11	25	45	14	20	19	40	44	90	35	19	6	49	22	14	64	9	46
"ENSMUSG00000074284"	8	9	13	10	6	14	17	18	24	20	5	14	17	27	17	10	4	20
"ENSMUSG00000074291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074305"	1051	1279	2046	942	808	1234	1688	1808	2033	3231	1150	979	1454	2316	1338	2443	546	2899
"ENSMUSG00000074311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074336"	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074340"	15	19	27	31	14	11	50	31	35	60	14	19	24	40	20	43	6	48
"ENSMUSG00000074342"	42	26	38	32	10	20	21	40	59	18	14	13	26	8	9	35	7	29
"ENSMUSG00000074343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074344"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074345"	17	16	18	19	6	11	19	36	45	31	17	8	17	34	15	16	0	46
"ENSMUSG00000074346"	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
"ENSMUSG00000074354"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000074355"	14	14	18	13	3	12	9	15	28	34	5	9	9	15	14	13	9	28
"ENSMUSG00000074357"	4	2	4	0	3	2	6	2	10	7	3	7	1	6	1	12	1	8
"ENSMUSG00000074358"	30	58	41	48	13	19	27	45	62	118	38	47	35	53	32	84	14	104
"ENSMUSG00000074359"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074361"	21	12	33	20	20	22	20	24	90	13	4	0	10	5	10	12	5	4
"ENSMUSG00000074364"	1246	1513	2308	2032	892	1281	2382	2448	3702	4377	1578	1412	2179	2935	1334	3064	663	4429
"ENSMUSG00000074365"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074369"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074377"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074384"	41	44	83	69	24	44	39	67	93	117	35	30	41	92	34	97	11	89
"ENSMUSG00000074385"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074388"	0	0	3	0	0	1	3	0	1	1	0	2	0	0	2	0	0	0
"ENSMUSG00000074397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074398"	3	15	4	4	3	1	2	2	4	6	3	5	1	6	6	4	1	8
"ENSMUSG00000074403"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074405"	183	400	402	184	130	155	267	333	482	581	167	171	303	404	188	356	85	502
"ENSMUSG00000074406"	38	67	63	50	16	29	38	57	63	106	23	24	38	71	39	72	11	84
"ENSMUSG00000074412"	0	0	0	1	0	0	1	1	2	3	0	0	0	3	0	1	0	1
"ENSMUSG00000074415"	741	641	1488	715	550	549	1306	1006	1880	1725	628	593	954	1505	761	1358	403	1276
"ENSMUSG00000074417"	7	2	10	16	6	15	2	10	18	6	4	1	3	1	2	2	1	6
"ENSMUSG00000074418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074419"	2	0	0	1	0	0	0	1	7	0	0	0	0	0	0	1	0	0
"ENSMUSG00000074420"	0	0	0	1	1	0	0	2	1	0	1	0	0	0	1	0	0	0
"ENSMUSG00000074424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074442"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074443"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074444"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074445"	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074448"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074449"	1	1	0	0	0	0	0	4	7	3	0	0	2	0	0	0	1	1
"ENSMUSG00000074452"	6	7	7	0	0	0	9	3	2	9	0	0	1	11	4	4	6	2
"ENSMUSG00000074454"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMUSG00000074457"	3587	3317	4922	5289	1637	2170	3993	5285	8967	10831	3086	3298	4778	9459	2259	4667	1568	5846
"ENSMUSG00000074461"	1	4	1	10	0	1	1	2	10	4	4	5	7	6	6	2	0	17
"ENSMUSG00000074465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074466"	37	60	64	30	12	24	42	89	82	72	46	41	42	65	25	80	12	77
"ENSMUSG00000074467"	1	0	3	4	1	1	0	2	0	1	0	2	0	1	0	0	0	1
"ENSMUSG00000074469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074472"	2	2	0	0	1	0	0	0	1	4	0	0	0	0	2	0	0	5
"ENSMUSG00000074473"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074476"	22	33	37	14	6	15	60	57	130	50	27	24	40	69	26	64	8	101
"ENSMUSG00000074479"	219	187	357	405	131	95	810	504	1348	494	344	432	529	684	385	823	172	1052
"ENSMUSG00000074480"	173	173	332	168	97	113	264	287	518	546	177	156	247	321	145	304	69	515
"ENSMUSG00000074482"	35	56	46	49	13	23	60	98	122	110	33	22	40	63	35	64	19	104
"ENSMUSG00000074483"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074485"	1	0	1	1	3	0	0	7	2	1	0	0	1	0	0	1	0	1
"ENSMUSG00000074486"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074491"	1	5	4	3	0	5	2	9	6	13	5	2	4	5	0	3	2	7
"ENSMUSG00000074500"	23	15	45	37	23	27	77	64	94	69	35	26	32	94	61	79	16	56
"ENSMUSG00000074501"	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0
"ENSMUSG00000074502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074505"	36	28	59	27	35	22	116	77	98	144	54	60	111	204	113	181	40	183
"ENSMUSG00000074506"	4	5	6	2	1	3	15	6	9	8	5	2	6	3	11	12	4	8
"ENSMUSG00000074507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074508"	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000074513"	215	353	390	525	244	137	435	436	609	567	255	211	454	486	296	761	136	516
"ENSMUSG00000074516"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074517"	0	0	2	2	0	1	1	0	1	2	3	0	1	0	0	4	0	0
"ENSMUSG00000074519"	33	56	100	22	47	53	96	111	155	140	36	44	83	126	87	137	36	154
"ENSMUSG00000074521"	11	10	16	5	4	11	11	15	29	18	14	16	10	18	11	8	5	3
"ENSMUSG00000074527"	16	19	37	17	27	15	46	462	402	81	25	37	56	88	48	96	20	13
"ENSMUSG00000074529"	0	0	0	0	0	5	1	1	5	1	1	2	1	2	1	3	0	2
"ENSMUSG00000074547"	0	0	2	0	0	0	2	1	3	0	0	0	1	0	0	3	1	2
"ENSMUSG00000074553"	57	59	123	111	21	21	105	117	141	130	58	59	62	88	63	119	19	227
"ENSMUSG00000074555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074569"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
